polish word;Valence_M;arousal_M;dominance_M;origin_M;significance_M;concretness_M;imegability_M;ageOfAquisition_M
lampart;5,78;4,3;6,22;5,22;2,48;1,82;7,78;8,62
lanca;4,93;3,76;5,85;4,88;2,93;2,25;5,79;11,87
lany;5,04;3,51;4,61;5,4;3,16;3,76;5,04;8,58
larwa;3,56;4,4;3,6;5,86;2,18;1,92;7,66;10,24
las;6,82;3,12;5,28;5,24;3,44;1,94;8,12;5,76
laska;5,46;3,72;4,62;5,22;3,26;2,08;7,58;8,56
lasso;5,29;3,82;5,68;5,56;2,36;1,98;7,34;9,34
latać;6,52;4,36;6,32;4,92;3,74;3,98;7,3;6,68
latarka;5,6;3,06;5,84;6,04;2,8;1,66;8,12;6,96
latarnia;5,78;2,92;6,02;5,74;3,38;1,68;8,14;8,26
latarnia morska;5,94;3,36;6,1;5,9;3,34;1,84;8,26;9,44
lato;7,44;3,98;6,02;4,74;4,34;4,22;7,88;6,22
laur;6,08;3,5;6,64;5,38;3,3;3,14;6,16;11,02
lawa;4,96;4,64;5,94;5,42;3,08;2,38;7,84;9,04
lawina;3,94;5,06;4,84;4,86;3,34;2,72;7,58;8,24
lądować;5,74;3,94;5,46;6,4;3,16;3,64;7,16;8,04
leczyć;5,72;3,68;6,34;6,22;4,92;3,88;6,62;7,46
legenda;6,02;3,2;6,38;5,74;3,6;5,7;5,58;8,4
lejek;5,08;3,22;5,12;6,1;2,3;1,96;7,6;8,88
lek;4,92;3,82;5,66;6,32;4,68;2,24;7,44;6,2
lekarstwo;5,4;3,52;5,46;6,82;4,98;2,88;7,28;6,76
lekarz;5,26;3,84;6,92;6,82;4,2;2,54;7,92;6,4
lekceważenie;2,96;5,04;4,46;4,76;4,42;6,44;4,62;10,56
lekceważyć;3,22;5,12;4,78;4,62;4,64;6,14;4,84;10,08
lekcja;4,98;3,24;5,32;6,8;4,7;3,78;7,3;7,3
leki;3,88;4,04;4,8;6,34;4,34;2,48;7,5;7,88
lekkomyślność;3,7;4,3;3,88;3,88;4,42;6,36;4,86;10,82
lekkomyślny;3,62;4,42;3,54;3,94;4,34;6,42;4,84;10,22
len;5,54;2,94;4,6;5,44;2,4;2,06;6,75;10,66
leniwy;3,54;3,32;3,22;4,94;4,32;5,78;5,94;8,06
lepiej;6,5;4,22;5,96;5,38;5,26;6,32;3,4;6,34
lepszy;6,34;3,86;6,56;5,8;5,06;6,35;4,18;6,54
lesbijka;4,76;5,06;4,9;4,9;3,88;3,96;7;11,02
lesbijski;4,5;5,36;4,62;5,02;3,26;5,46;6,14;11,64
letni;6,74;3,52;5,64;4,86;3,61;4,74;6,3;8,36
lew;5,9;4,46;7;5,06;2,96;1,92;8,36;6,68
lewa;5;3,12;4,8;6,04;2,98;4,42;5,9;7,3
lęk;2,4;6,04;2,78;3,54;4,42;6,22;5,68;9,04
lękać się;2,9;5,52;2,58;3,54;4,98;5,9;5,74;10,18
liberalny;5,22;4,12;5,65;6,14;3,96;6,94;3,8;11,44
licytować;5,06;4,76;6,1;6,54;3,3;4,12;6,86;10,9
liczba;5,28;3,3;5,64;6,28;4,22;4,5;6,42;6,84
liczyć;5,62;3,64;5,72;7;3,96;4,44;6,72;6,86
lider;6,22;4,5;7,58;6,58;4,68;4,06;6,58;9,94
Liechtenstein;5,56;3,18;5,33;6,06;2,8;2,44;4,94;12,14
likier;5,92;4,1;5,28;5,14;3,2;1,82;7,46;11,58
lilia;6,32;2,76;5,12;4,84;3,3;1,82;7,34;10,02
liliowy;5,94;2,88;4,94;5,14;2,72;4,18;6,96;10,58
lina;5,36;3,2;4,96;6,3;3,18;1,76;7,78;7,32
linia;5,1;2,52;5,3;6,2;3,46;2,96;7,62;6,7
linia startu;5,32;4,34;5,44;5,42;3,94;2,58;7,5;8,04
liryczny;5,8;3,1;5,12;4,72;3,68;6,5;4,48;12,28
lis;5,2;3,76;5,24;5,56;2,78;1,86;8,14;6,88
list;6,04;3,1;5,42;5,52;4,22;2,06;8;6,72
lista;5,32;3,56;5,48;6,66;3,67;2,74;7,52;8,04
listwa;5,02;3,02;4,84;5,94;2,14;2,08;7,56;10,2
liść;5,92;2,72;4,7;5,82;3,24;1,54;8,04;6,3
litościwy;5,36;3,74;5;4,18;4,22;6,22;4,82;11,34
litość;4,28;4,34;4,68;3,78;4,72;6,76;4,92;9,78
litr;5,56;3;5,06;5,96;3;3,64;6,54;8,34
Litwa;5,74;3,28;4,82;5,64;2,58;2,42;5,96;10,58
lizać;5,34;4,16;4,58;5,08;3,08;3,58;7,66;6,84
lizus;3,02;5,02;3,4;5,28;2,98;4,82;6,02;8,86
loch;3,68;4,22;3,54;5,84;2,42;2,3;7,42;8,82
locha;4,5;4,18;4,49;6,04;2,9;2;6,65;10,71
lodowiec;5,06;3,52;5,8;5,66;3,26;2,28;7,7;9,78
lodówka;6,02;3,52;5,42;5,8;3,2;1,76;8,2;6,36
lody;6,88;3,28;5,14;4,84;3,18;1,64;7,96;7,28
logiczność;6,36;3,14;6,04;7,66;6,1;5,98;4,3;11,16
logiczny;6,44;3,28;6,78;7,4;5,14;6,62;4,46;10,28
logowanie;5,18;3,52;5,5;6,58;3,36;4,34;6,9;8,58
lojalność;7,2;3,58;6,28;4,86;5,34;7,08;4,72;11,44
lokaj;5,34;3,16;4,14;5,54;3,32;2,49;7,36;10,58
LOL;6,28;5,04;4,51;4,26;3,32;6,7;4,9;9,58
los;5,62;3,54;4,44;4,78;4,34;7,33;4,2;8,76
lot;6,2;4,22;5,94;5,64;3,68;3,6;7,5;7,34
loteria;5,76;4,1;4,78;4,7;3,12;3,46;6,7;8,12
lód;5,3;3,56;4,73;5,74;3,6;1,78;7,9;6,48
lubić;7,12;4,44;5,86;3,58;5,4;5,94;5,42;5,46
ludzie;5,7;4,24;5,76;5,56;5,16;2,64;7,38;6,7
luka;4,5;3,12;4,14;5,68;2,84;3,62;5,98;9,42
lukrecja;5,02;3,32;5;5,82;3,04;2,31;4,61;11,65
Luksemburg;5,78;3,32;5,69;6,06;3,02;2,42;4,94;11,7
luksus;7,04;4,3;6,76;6,26;4,58;5,5;6,46;9,24
luksusowy;6,64;4,28;7,04;5,96;4,22;6,2;6,42;9,36
lunch;6,16;3,52;5,52;5,7;3,6;2,64;7,18;10,2
lupa;5,44;3,06;5,74;6,44;2,8;1,78;7,98;8,04
lustro;5,52;3,08;5,72;5,66;3,8;1,86;8;6,74
lutnia;5,76;2,72;5,22;5,38;2,16;2,02;6,43;11,44
luzak;5,78;3,48;5,3;4,98;3,16;4,96;5,53;9,5
luźny;5,72;2,98;4,94;4,86;3,6;5;6,44;8,04
łabędź;6,14;2,88;5,32;5,2;2,94;1,82;8,16;6,78
łachmany;3,26;4,3;3,28;4,98;2,86;3,04;6,98;9,74
ładny;6,88;4,16;5,96;4,24;5,2;6,06;5,84;6,56
łagodność;6,72;2,9;4,8;4,24;4,86;6,6;5,36;9,42
łagodny;6,42;2,8;4,6;4,4;4,78;5,72;5,16;7,84
łajdak;2,68;5,94;4,2;4,76;4,14;4,2;5,62;10,94
łańcuch;4,56;3,28;4,88;5,52;3,9;2;7,9;7,62
łapać;5,28;3,8;5,86;5,28;3,74;3,84;6,67;6,7
łasica;5,12;3,32;5,06;5,42;2;1,76;7,36;9,48
łaskawy;5,88;3,2;5,76;4,4;4,32;6,32;5,04;10,36
łasuch;5,74;4,4;4,52;4,72;3,6;4;6,37;8,84
łatwowierność;3,3;4,18;2,9;3,6;4,26;6,36;4,56;10,2
łatwowierny;3,58;4,32;3,04;3,96;4,44;6,36;4,92;10,24
łatwy;6,14;3,3;4,32;5,44;4,32;5,82;4,76;6,44
ławka;5,78;2,88;4,72;5,66;2,76;1,7;8,32;7,18
łazienka;5,64;2,98;5,1;5,52;3,78;1,76;8;6,5
łąka;6,98;2,76;5,16;4,98;3,32;2,12;8,1;7,24
łgarstwo;2,62;5,41;4,08;5,31;4,52;5,88;4,5;11,02
łodyga;5,46;2,86;4,9;5,54;3,14;2,1;7,5;7,94
łokieć;5,02;3,14;4,88;6,04;3,24;2,08;8,12;6,38
łopata;4,86;3,6;4,98;5,74;2,82;1,74;8,1;8,28
łopatka;5,32;2,94;4,9;5,7;2,62;1,76;7,56;6,22
łosoś;5,96;3,38;5,2;5,46;2,78;1,68;8,04;8,72
łoś;5,46;3,12;5,24;5,36;3,2;1,78;8;8
łotr;3,04;5,3;5,2;5,6;4,02;3,69;5,78;9,36
Łotwa;5,62;3,24;4,72;6,06;2,54;2,74;5,36;11,44
łowić;5,52;3,2;5,34;5,22;3;3,34;7,44;7,04
łowić ryby;5,62;2,88;5,54;5,7;2,48;3,22;7,72;7,18
łowiectwo;4,88;4,28;5,76;6,42;3,24;4,4;6,1;11,02
łowny;5,1;4,26;5;5,38;2,88;4,28;4,82;10,78
łoże śmierci;1,68;5,26;3,02;5,06;4,18;5;5,92;11,32
łódź;5,6;3,42;5,5;5,86;2,78;2,12;8,02;6,92
łóżko;7,12;3,38;5,76;4,8;4,88;1,82;8,32;5,5
łuk;5,6;3,44;5,8;5,92;2,7;2,02;7,94;7,52
łup;4,9;4,6;5,62;5,56;2,54;2,96;6,08;9,6
łupek;5,08;3;4,79;5,67;2,62;2,37;5,04;11,98
łupić;3,48;4,74;5,94;5,75;3,54;4,25;5,79;10,84
łydka;5,2;3,24;4,94;5,58;2,42;1,9;7,98;7,84
łyk;5,58;3,36;4,96;5,76;3,2;3;6,72;6,56
łysy;4,48;3,62;4,32;5,86;3,02;2,82;8;6,98
łyżka;5,18;2,86;4,8;5,42;3,32;1,44;8,34;6,52
łyżwa;5,56;3,46;5,1;6,1;2,72;1,88;8,14;8,02
łza;3,66;4,54;3,58;3,38;4,6;2,08;8,26;6,82
Macedonia;5,66;3,24;4,74;5,86;2,34;2,66;4,3;11,9
machać;5,6;3,74;5,38;5,22;2,98;3,6;7,38;7,3
macho;4,44;5,12;5,9;5,4;3,54;4,66;7,16;11,12
macierzyński;6,52;4,04;5,78;3,66;4,5;5,28;5,94;10,84
mafia;3,14;5,38;6,76;6,54;3,74;3,68;6,96;10,28
magazyn;5,14;3,3;5,34;6,32;3,92;2,2;7,5;9,16
magazynowanie;5,08;3,58;5,38;6,28;3,26;4,02;6,44;10,24
magia;6,5;4,24;5,58;4,44;3,68;7,1;6,48;6,58
magiczny;6,72;4,24;5,58;4,48;4,02;7,22;6,08;7,38
magiel;4,92;3,6;4,63;5,6;2,22;2,2;6,08;11,5
maglować;4,28;4,04;5,06;5,9;3,42;4,45;5,37;12,02
majątek;6,54;5,04;6,44;6,9;5,28;4,02;6,18;10,18
majstrować;5,78;4,22;6,1;6,54;3,48;3,88;6,68;9,3
majtki;5,32;4;4,56;5,24;3,22;1,96;8,34;6,04
makaron;6,08;3,04;5,22;5,36;3,18;1,7;8,02;6,46
makrela;5,58;3,24;4,7;5,94;2,48;1,68;7,6;9,48
maksyma;5,48;3,39;5,68;6,04;3,86;6,3;4,06;12,69
malaria;2,64;5,42;4;5,82;3,6;2,9;5,52;11
malarstwo;6,12;3,58;5,3;5,24;3,5;4,38;6,78;8,18
malarz;6,1;3,38;5,68;5,04;3,08;2,42;7,7;7,7
malina;6,46;3,36;5,14;4,98;3,06;1,86;8,12;6,78
malować;6,42;3,84;5,98;5,08;3,42;3,66;7,64;6,7
Malta;5,98;3,29;4,94;5,76;2,56;2,24;5,4;11,58
maluszek;6,42;3,28;3,8;4,24;3,84;2,8;6,98;6,76
malutki;5,44;3;3,38;4,5;3,82;4,26;6,34;6,38
małomówny;4,34;2,94;3,46;5,48;3,46;5,12;5,76;9,9
małostkowy;3,71;3,94;3,8;4,52;2,78;6,2;4;11,22
małpa;5,34;3,88;4,55;5,5;2,86;1,74;8,12;7,44
mały;5;3,14;3,78;4,68;3,66;4,84;6,52;6,06
małżonek;6,36;4,36;5,66;3,86;5,04;2,9;6,78;9,2
małżonkowie;6,7;4,24;5,88;3,86;5,08;3,12;7,32;8,9
mama;7,94;3,84;6,56;2,94;7,02;2,78;8,16;3,62
maminsynek;3,1;4,12;2,92;4,38;3,62;5,04;5,66;9,14
manekin;4,86;3,12;3,72;6,02;2,94;2,12;7,68;9,32
mango;6,12;3,5;4,8;5,44;2,56;1,7;7,36;9,84
maniak;4,3;4,92;4,82;4,22;4,34;5,2;5,58;11,34
manipulacja;3,38;4,7;4,68;6,66;4,88;6,62;4,64;11,04
manipulowany;2,82;4,86;2,98;6,3;5;6,46;4,48;11
mapa;6,14;2,92;5,9;6,66;4,4;1,92;7,96;7,98
marazm;3,5;3,46;3,52;5,42;3,63;6,36;4,66;13,19
margerytka;5,86;3;4,59;5,07;2,69;2,63;5,94;12,84
marginalny;4,34;3,71;3,35;6,3;3,35;6,1;4,13;12,32
margines;4,46;3,1;3,56;6,36;3,5;3,16;6,9;8,76
marka;5,54;3,44;5,9;6,46;3,4;4,46;5,5;9,2
marker;5,2;3,34;5,4;6,68;2,88;1,84;7,78;8,9
marmur;5,28;2,86;6,36;5,8;3,44;2,16;7,54;10,5
marnotrastwo;3,12;4,86;4,1;4,94;4,26;5,96;5,16;11,1
marnować;3,22;4,18;3,52;5,66;4,08;5,34;5,34;8,14
marny;3,3;4,24;2,68;5,46;3,78;5,74;4,54;9,62
marsz;5,34;3,5;5,44;6,44;3;3,14;7,02;8,56
marszałek;5,1;4,32;7,08;6,64;3,2;2,84;6,24;11,24
marszczenie;4,26;3,74;4,78;5,52;2,92;3,9;6,72;9,36
marszczyć;4,02;3,72;4,88;5,78;3,1;3,92;6,96;9,62
martwica;2,24;5,3;2,92;5,94;3,34;3,68;5,8;12,04
martwić;2,9;4,92;3,36;4,44;4,74;5,66;5,94;8,04
martwić się;3,08;5,32;3,66;4,34;5,08;6,04;6,08;7,16
martwy;2,02;5,56;2,48;5,34;4,12;3,78;7,22;8,82
marynarz;5,58;3,58;5,66;6,1;2,72;2,42;7,72;7,84
marzenie;7,78;4,5;5,98;3,52;6,02;7,04;5,96;8,02
marzyć;7,54;3,8;5,86;3,92;5,46;7,22;6,44;7,52
masa;5,06;3,62;5,46;6,48;3,52;3,4;5,92;9,34
masakra;2,54;6,08;4,28;4,8;4,64;5,18;5,56;9,32
maska;4,66;3,64;4,7;5,22;3,5;2,14;7,82;6,48
maskotka;6,46;3;4,7;4,64;3,52;2,32;7,72;6
maskować;4,52;3,76;4,68;5,82;3,74;4,54;5,9;10,06
masło;5,46;2,9;4,48;6,02;2,22;1,88;8,16;6,98
masować;6,82;3,4;5,3;4,64;4,2;3,4;7,46;8,54
masturbować;4,46;5,66;4,28;4,1;3,28;4,32;7,56;11,68
masywny;5,06;3,94;6,33;6,4;2,78;4,3;6,52;9,72
maszerowanie;5,2;3,66;5,2;6,1;2,96;3,68;7,04;8,34
maszt;5,4;3,16;5,94;5,92;3,3;2,04;7,56;9,16
maszyna;5,26;3,66;5,9;6,38;3,48;1,86;7,06;7,08
maszyna do szycia;5,62;3,18;5,12;6,56;2,84;1,76;8,1;8,82
maść;5;3,32;4,82;6;2,84;2,06;7,5;8,62
mata;5,34;3,06;5,16;5,8;2,58;1,76;7,16;9,02
materac;5,6;2,84;4,98;5,68;2,22;1,68;7,98;7,74
materialistyczny;4,04;4,04;5,08;6;3,76;5,82;4,5;11,28
materiał;5,6;3,06;5,32;5,64;3,88;2,52;6,58;8,54
matka;7,72;3,72;6,26;3,5;5,66;2,56;7,98;6,9
matryca;5,2;3,22;5,66;7,28;3,08;2,78;5,72;12,36
mądrość;7,34;3,92;6,94;7,44;6,12;7,04;4,96;8,52
mądry;7,12;3,94;7,02;7,16;5,6;6,68;5,34;6,52
mąka;5,22;2,74;5,02;5,36;3,04;2,02;8,06;7,16
mebel;5,46;3;5,22;5,78;3,22;1,78;7,56;7,74
mech;5,7;2,5;4,7;5,98;2,94;1,72;7,62;8,3
mecz;5,78;3,88;5,26;5,48;4,08;2,84;7,44;6,56
medal;6,98;4,46;6,66;6,12;3,48;2,12;7,78;7,72
meduza;4,76;3,56;5,2;5,66;2,58;1,88;8,02;9,38
medycyna;5,68;3,6;6,58;7,32;4,64;4,3;6,34;9,58
melancholia;4;2,9;3,78;4,62;4,68;7,4;5,06;11,06
melodia;6,88;3,46;5,38;5,24;3,86;4,5;6;7,46
melodyjka;6;3,58;5;5,06;3,42;4,06;6,42;7,04
melon;5,82;2,86;5,02;5,6;2,44;2;8,16;8,36
membrana;5,33;3,3;5,1;6,12;2,9;2,21;6,19;13,33
menu;5,98;2,66;5,42;6,16;3,28;2,26;7,22;8,46
metal;5,3;3,82;6,12;6,22;2,8;2,16;7,38;8,2
metoda;5,6;3,5;6,08;6,92;5,26;5,28;3,98;9,38
metr;5,26;3,32;5,04;6,52;3,4;3,88;6,14;7,34
metro;5,68;4,16;5,32;6,08;3,8;1,78;8,06;8,62
mewa;5,78;3,34;5,2;5,62;2,48;1,7;8,04;8,36
męka;2,18;6,14;3,04;4,04;4,2;5,52;6,14;9,78
mętny;3,96;3,66;3,6;4,98;3,06;4,34;6,48;10,96
mężczyzna;6,48;4,26;6,06;5,5;5,24;2,2;7,86;6,78
mgiełka;5,88;2,88;4,7;5,16;3,28;2,82;7,02;9,14
mgła;4,86;2,82;4,24;5,3;3,18;3,04;7,82;7,72
miasto;6,1;3,54;5,88;6,28;4,88;2,76;7,62;6,88
miazga;4,1;4,42;3,72;5,42;2,86;2,74;6,66;10,28
miąższ;5,48;3,5;4,82;5,82;2,68;2,66;7,02;10,58
miecz;5,2;4,42;6,92;5,74;2,66;1,82;8,1;7,38
mieć;6;4,2;6,54;5,9;4,52;4,76;4,58;5,88
mieć nadzieję;6,76;4,38;5,26;3,98;5,98;7,1;4,76;9,06
mieć żal;2,92;5,18;3,46;4;5,08;6,14;4,92;9,96
miednica;4,9;3,36;4,78;5,92;2,72;2,04;7,6;10,48
miedź;5,46;3,06;5,4;5,82;2,82;2,02;6,8;10,14
miejsce;5,52;2,82;5,2;5,68;4,7;3,98;5,44;6,32
mielenie;4,72;3,68;4,82;5,5;3,02;3,68;6,84;9,54
mierny;3,48;3,96;3,46;5,7;3,12;5,9;4,56;11,14
mierzyć;5,14;3,68;5,48;6,4;3,52;4,14;6,98;7,64
miesiąc;5,04;3,22;4,98;5,6;4,04;3,9;5,36;7,34
mieszać;5,02;3,74;5,22;5,66;3,52;3,86;7,1;7,14
mieszadło;5,08;3,22;4,98;5,82;2,3;2,28;6,82;10,04
mieszkanie;6,52;2,96;6,38;6,64;4,26;2,7;7,42;7,7
mieszkaniec;5,38;3,18;5,26;5,98;3,46;2,78;5,62;8,96
miękki;6,12;2,48;4,4;4,82;4;4,44;6,94;6,08
mięso;5,86;3,54;5,04;5,96;3,86;2,08;7,9;6,06
mięśnie;5,82;4,3;6,44;5,68;3,6;2,02;7,5;8,76
migać;5,1;3,84;4,88;5,1;3,3;3,78;6,62;9,04
mikroskop;5,68;3,34;5,66;6,88;3;1,84;7,9;9,6
mila;5,46;2,86;5,52;6,24;2,66;3,96;4,74;10,36
milczeć;4,56;3,1;4,24;5,62;4,66;4,82;6,5;7,48
milczenie;4,6;3,26;4,38;5,64;4,31;4,92;5,94;8,28
miliard;7,08;4,68;6,78;7,06;4,34;4,18;6,16;9,98
milion;6,46;5,02;6,8;6,6;3,98;4,1;6,54;8,6
milioner;6,62;5,08;7,76;6,34;4,7;2,72;6,64;9,2
milutki;6,3;3,22;5,02;4,26;3,76;5,56;5,88;6,74
miło;7,08;3,38;5,78;3,92;5,12;6,45;5,04;7
miłosierny;6,42;3,54;5,72;3,64;4,84;6,92;4,86;9,46
miłość;8,28;6,16;6,06;2,34;6,88;7,5;6,54;6,96
miły;7,14;4,16;5,3;3,72;5,36;6,18;5,6;6,54
mim;5,45;3,04;4,94;5,3;2,63;2,49;7,44;11,2
mimoza;4,29;2,73;3,98;5,18;2,49;3,85;4,83;13,77
mini;5,48;3,46;4,08;5;3,52;3,18;6,88;8,9
minus;3,84;3,52;3,84;6,36;3,56;4,9;7,36;7,28
minuta;5,02;2,82;4,72;6,34;4;4,68;5,6;6,92
miotła;4,9;2,82;4,64;5,72;2,72;1,86;8,26;7,22
miód;6,62;3,38;5,3;4,96;3,22;1,82;8,26;6,96
misiek;6,62;3,9;4,98;4,24;3,68;2;7,78;5,44
miska;5,16;2,7;4,7;6,26;2,58;1,68;8,04;6,28
mistrz;7,22;4,52;7,72;6,24;4,88;4,38;6,06;8,66
mistrzowski;7,16;4,5;7,42;6,7;5,74;5,78;4,9;10,08
mistycyzm;5,88;3,41;5,32;4,45;3,8;7,36;4;12,72
mistyk;5,48;3,55;5,54;5;3,52;5,39;5,14;13,04
mitra;5,15;3,56;5,2;5;3,05;3,23;4,86;14,06
mleczarnia;5,38;2,78;4,83;5,55;2,98;1,86;6,94;8,94
mleko;5,92;2,6;4,98;5,6;3,46;2;8,06;5,12
młode;6,18;3,98;4,69;4,94;4,22;4,18;6,44;7,64
młody;6,52;3,92;5,28;4,7;4,84;4,72;6,5;7,88
młodzież;5,68;4,66;5,58;4,5;3,98;3,4;7;9,24
młot;4,88;3,8;5,82;5,78;2,22;1,7;7,98;7,78
młot kowalski;5,24;3,84;6,16;6,04;2,16;2,02;6,53;10,26
młotek;5,06;3,94;5,32;5,48;3,08;1,84;8,14;7,76
młyn;5,42;3,64;5,26;5,42;3,16;1,94;7,98;8,02
mnich;5,3;2,98;4,94;5,84;2,68;2,74;7,48;9,62
moc;6,76;5,26;7,22;5,8;4,84;6,26;5,28;7,5
mocno;5,86;5,2;6,74;5,14;5;5,5;5,08;6,54
mocny;6,16;4,56;7,06;6,14;4,86;5,34;5,36;6,78
mocz;3,34;4,38;3,96;5,84;2,7;1,8;7,96;9,38
moda;5,4;4,16;5,08;4,82;3,78;5,42;5,88;9,18
modalny;5,13;3,3;5,23;6,04;3,11;5,63;3,46;12,71
model;5,44;3,6;5,52;6,1;3,54;3,6;6,84;8,62
modelowanie;5,74;3,48;5,92;6,44;3,58;4,4;6,26;10,96
modem;5,31;3,64;5,42;6,46;3,18;2,24;7;10,58
modlić się;5,64;3,58;5,2;4,2;4,72;5,66;7,42;7,38
modny;6,12;4,22;5,28;5,18;4,34;5,8;6,14;9,14
mokka;5,72;3,8;5,2;5,32;2,84;2,62;5,28;12,98
mokro;4,32;4,02;4,5;5,48;3,6;3,24;7,02;6,28
molo;6,28;2,92;5,12;5,18;3,06;2;7,76;9,36
Mołdawia;5,5;3,2;4,64;5,78;2,48;2,66;4,1;11,48
moment;5,32;3,54;5,08;5,24;4,28;6,04;4,16;8,56
Monako;5,82;3,46;5,34;5,76;3,3;2,44;5,1;11,76
monarcha;5,38;3,98;7,6;6,36;3,8;3,24;6,52;10,44
moneta;5,94;3,46;6,04;6,46;3,48;1,94;8,04;6,8
Mongoł;4,84;3,24;4,9;5,56;2,66;2,22;6,55;11,58
moralistyczna;4,78;3,67;5,29;6,04;4,42;6,88;3,74;12,78
moralny;5,82;3,76;5,68;5,68;5,12;7,26;3,92;10,6
morderca;1,78;6,92;5,76;5,22;4,6;3,36;6,7;9,46
mordować;1,82;6,32;5,68;4,86;4,68;4,02;7,2;10,08
morze;6,9;3,78;5,7;5,28;4,34;2,58;8,16;6,32
mosiądz;5,26;3,52;5,5;6,4;2,94;2,08;6,16;11,54
most;5,6;3,02;6,04;6,4;3,32;2,08;8,08;6,9
moszna;4,42;4,38;4,9;5,36;2,96;2,02;7,39;12,24
mościć się;5,05;3,52;5,12;5,13;2,64;5;5,14;12,26
motel;5,26;3,64;4,57;5,86;2,66;2,3;7,48;10,28
motyl;6,66;3,04;5,06;4,72;2,64;1,76;8,1;5,88
motyw;5,54;3,46;5,44;5,7;3,96;5,4;4,62;10,9
możliwość;5,98;3,96;6,48;6,24;5,46;6,18;3,8;9,2
możny;5,66;3,82;6,98;6,46;3,58;5,33;5,7;10,27
móc;6,66;3,84;6,88;5,68;5,44;5,96;4,18;6,48
mówiący;5,52;3,98;6,4;5,98;4,18;4,14;5,9;7,68
mówić;5,54;3,3;5,9;6,18;4,72;4,18;6,74;5,42
mówienie;5,82;3,66;5,96;6,24;4,5;4,68;6,82;6,92
mózg;6,46;3,98;6,88;7,36;5,22;2,54;7,96;7,94
mrok;4,18;4,48;4,58;5,28;4,06;4,24;7,58;8,7
mrowienie;4,26;3,96;3,88;4,9;3,24;4,39;6,16;10,18
mrówka;4,72;3,34;3,8;5,72;2,5;2,12;8,16;6,54
mróz;4,22;4,26;4,48;5,48;3,6;3,26;7,56;6,98
mrugnięcie;5,78;3,46;4,98;5,04;3,6;3,56;7,32;8,18
mrzonka;4,28;3,67;4,13;5,74;3,26;5,86;3,7;12,48
mścić;3,14;5,8;5,57;5,06;4,42;6,34;5,42;9
mściwy;2,74;5,96;5,54;4,4;4,34;6,3;5,44;9,92
muczeć;5,4;3,58;4,39;5,36;2,51;3,98;7,22;7,12
muł;4,1;3,36;3,76;5,2;2,3;1,8;6,94;9,44
mumia;4,64;3,08;4,5;6,12;2,62;2;7,9;8,52
Murzyn;5,14;4,54;4,02;5,54;2,94;2,28;8,12;8,48
musi;3,96;4,54;4,24;6,38;4,84;6,3;3,62;6,74
muskularny;6,28;4,48;6,72;5,8;3,56;3,76;7,3;10,38
mutacja;4,42;4,64;4,58;6,34;3,3;4,34;5,62;10,42
muza;6,38;3,68;5,76;4,66;3,76;5,73;5,78;10,6
muzeum;5,94;2,58;5,52;6,32;3,32;2,3;7,52;8,2
muzyka;7,46;4,88;6,44;4,06;5,36;4,8;6,7;6
mydliny;4,56;3,27;4,39;5,25;2,86;3,08;6,73;10,34
mydło;5,86;2,88;5,02;6,06;3,76;1,76;8,12;6,2
mysz;4,68;3,58;4,04;5,62;2,86;1,74;8,3;5,74
myśl;6,04;3,96;6,3;6,16;5,88;7,16;4,64;7,96
myśleć;6,4;4,3;6,74;7,34;5,94;6,34;5,82;7,76
myślenie;6,46;3,52;6,96;7,78;5,8;6,62;5,06;7,98
myśliwiec;4,92;4,32;6,06;6,2;3,72;2,42;7,32;9,62
myto;4,39;3,36;4,89;6,02;2,83;3,36;4,66;11,69
nabiał;5,64;2,64;4,94;5,92;3;2,46;7,04;9,48
nabłyszczacz;5,12;3,62;5,26;5,6;3,02;3,08;5,48;11,7
nabłyszczać;5,14;3,16;5,48;6;2,74;4;6,22;10,94
naburmuszony;3,27;5,02;4,38;3,82;3,58;6,12;6,22;10,12
nabycie;5,84;3,7;5,96;6,02;3,48;4,58;4,72;11,06
nabzdyczony;3,22;4,8;4,39;4,57;3,88;6,04;5,18;10,77
nachylić się;4,92;3,72;4,94;6,02;3,1;3,62;6,8;8,26
naciskać;4,22;3,96;5,86;5,78;3,62;4,16;6,38;7,58
naczynia;4,92;3,28;4,88;5,86;3,92;2,14;7,82;7,68
nadążyć;5,62;4,08;5,42;5,8;4,06;5;5,42;9,02
nadchodzić;5,28;4,06;5,78;6,14;4,58;4,2;5,84;9,08
nadciągać;4,9;4,38;5,7;5,88;3,66;4,68;5,28;9,22
nadgarstek;5,12;2,86;5,24;5,8;2,52;1,76;8,04;8,42
nadmuchać;5,02;3,86;5,36;5,76;3,44;3,76;6,88;7,86
nadpobudliwe;4,04;5,38;5,1;4,5;3,64;6,28;5,34;10,48
nadrukować;5,12;3,58;5,28;6,54;3,12;3,46;6,44;9,24
nadużycie;3,7;5,02;5,02;5,74;4,26;5,74;4,48;11,46
nadwrażliwy;3,42;4,98;3,68;3,68;4,36;6,14;4,9;10,92
nadzieja;7,24;4;5,76;3,78;5,96;7,52;4,88;8,74
nafta;5,04;3,88;5,42;6,36;3,5;2,06;6,46;11,18
nagi;5,2;4,84;3,84;5,02;3,86;3;7,94;7,64
nagle;4,58;5,38;4,78;4,66;4,38;6,36;4,58;7,66
nagły;4,78;5,04;5,34;4,12;4,4;5,58;5,16;9,06
